ISOALPHA,COUNTRYNM,NAME1,tot_popn_2010,tot_popn_2020,A00_04B,A05_09B,A10_14B,A15_19B,A20_24B,A25_29B,A30_34B,A35_39B,A40_44B,A45_49B,A50_54B,A55_59B,A60_64B,A65_69B,A70_74B,A75_79B,A80_84B,A85PLUSB,row_sum
AFG,afghanistan,baghlan,955291,1159729,0.1774896063341381,0.1662667663171808,0.14335990758991696,0.10976054675639088,0.08427609747870739,0.068849720728736,0.05685413269853715,0.046406157745840004,0.037795135046138816,0.030420156104047077,0.024313330635382675,0.019195904719744108,0.015482833661205786,0.009909168837927857,0.006203154616118062,0.003417380729988374,0,0,834490.6107131933
AFG,afghanistan,balkh,1381440,1573329,0.1774869994511102,0.16626423786827846,0.14335804880231312,0.10975922739109877,0.08427573907788455,0.06885028146617361,0.05685399156503431,0.04640642270196028,0.0377954146347762,0.030420265187651653,0.024313764227535204,0.019196394003853104,0.015484934540290703,0.00991078201969056,0.00620487056096212,0.0034186265013871416,0,0,1206750.328454842
AFG,afghanistan,bamyan,467732,610995,0.17747559992636733,0.16625318132469158,0.14334992059132137,0.10975345799633446,0.0842741718426062,0.06885273349038257,0.056853374408514255,0.046407581316986975,0.037796637235696755,0.030420742194573754,0.024315660263689618,0.019198533572927473,0.015494121382528874,0.0099178362316449,0.0062123741410990965,0.0034240740806350265,0,0,408583.36716765363
AFG,afghanistan,daykundi,483353,614436,0.17749207528695168,0.16626916098581948,0.14336166802904496,0.10976179631404853,0.08427643691653812,0.06884918965992337,0.056854266364664556,0.046405906808551445,0.03779487025053981,0.030420052792057412,0.024312919984596462,0.019195441323663555,0.015480843939660064,0.009907641009632805,0.006201529461937599,0.003416200872370212,0,0,422231.16375851596
AFG,afghanistan,farah,524811,757805,0.17749061851077233,0.16626774804013214,0.1433606293029208,0.10976105902744658,0.08427623663529196,0.06884950301074626,0.05685418749655931,0.04640605487110755,0.037795026490026806,0.0304201137500655,0.024313162284198164,0.01919571474499749,0.015482017951141895,0.009908542486507552,0.006202488364790969,0.0034168970332946504,0,0,458447.4388975471
AFG,afghanistan,faryab,1035035,1437769,0.17748438193017482,0.16626169910153468,0.14335618242955483,0.1097579026418728,0.08427537921453547,0.06885084449181246,0.05685384985560799,0.046406688739287,0.037795695364330924,0.03042037471639369,0.024314199589047226,0.01919688528458377,0.01548704399243285,0.009912401784364042,0.006206593508062261,0.003419877356405226,0,0,904149.1917957317
AFG,afghanistan,ghazni,1356622,1027163,0.1774857292150731,0.1662630058502403,0.14335714308503525,0.10975858451402214,0.08427556444264545,0.06885055469243384,0.056853922795987354,0.04640655180511092,0.03779555086780198,0.03042031833998879,0.024313975500680818,0.019196632413594168,0.015485958219640609,0.009911568062480924,0.006205706676336418,0.0034192335189279326,0,0,1185070.5534397385
AFG,afghanistan,ghor,718057,995321,0.1774852200426584,0.16626251199745928,0.14335678002947716,0.10975832681760674,0.08427549444034368,0.06885066421481442,0.056853895230006966,0.04640660355593599,0.03779560547662796,0.03042033964603197,0.024314060189238356,0.019196727979819646,0.01548636856013737,0.009911883146680971,0.006206041832064693,0.0034194768410963933,0,0,627255.862519827
AFG,afghanistan,hilmand,970755,1211209,0.17749171659655066,0.16626881308745156,0.1433614122717808,0.10976161477783818,0.08427638760288135,0.06884926681380185,0.056854246945598874,0.04640594326481588,0.03779490872014484,0.030420067801262444,0.0243129796440984,0.019195508646021858,0.015481133007160735,0.00990786297310687,0.006201765564953203,0.003416372282532386,0,0,848000.9528399598
AFG,afghanistan,hirat,1922398,2895183,0.1774749966290684,0.16625259617899193,0.14334949042183218,0.10975315266252836,0.08427408889977907,0.06885286325891374,0.05685334174672617,0.04640764263439552,0.03779670193943218,0.030420767439221577,0.024315760607652743,0.019198646805388676,0.01549460757798282,0.0099182095618594035,0.0062127712532358175,0.0034243623829914483,0,0,1679293.474752245
AFG,afghanistan,jawzjan,571825,631305,0.17748056461416456,0.16625799663833524,0.1433534605660865,0.10975597066632993,0.08427485440034763,0.06885166559194437,0.05685364319072343,0.04640707672034681,0.03779610477210654,0.030420534449909054,0.024314834507548774,0.019197601754039,0.015490120355768173,0.00991476400181083,0.006209106203743607,0.0034217015667954757,0,0,499512.9367626933
AFG,afghanistan,kabul,4250649,5782473,0.1774993926704241,0.16627625820882913,0.14336688554803043,0.10976549970299208,0.08427744292878703,0.06884761569944474,0.05685466251897992,0.046405163090665114,0.03779408545994801,0.030419746600119882,0.024311702914242023,0.01919406792891809,0.015474946882627152,0.009903112893318345,0.0061967128950616655,0.0034127040576124013,0,0,3713155.191510811
AFG,afghanistan,kandahar,1253705,1716105,0.1774903734386381,0.1662675103415617,0.14336045455896781,0.10976093499439081,0.08427620294215972,0.06884955572547075,0.056854174228649544,0.046406079779536966,0.03779505277405387,0.03042012400497586,0.02431320304604021,0.019195760742420305,0.015482215454027778,0.009908694141143877,0.006202649680147552,0.00341701414781503,0,0,1095168.1478303657
AFG,afghanistan,kapisa,464120,573971,0.17747020970019858,0.1662479532759859,0.14334607719463763,0.10975072995781197,0.08427343078078123,0.0688538929216181,0.05685308258817088,0.046408129164127704,0.0377972153383479,0.030420967745660485,0.02431655679788088,0.019199545260824496,0.015498465349365784,0.009921171791568073,0.006215922183225877,0.0034266499497945004,0,0,405426.644727552
AFG,afghanistan,khost,584022,1017157,0.17748801767912717,0.16626522546054254,0.14335877483013854,0.10975974272480982,0.0842758790664284,0.06885006244653866,0.056854046690671005,0.04640631921218264,0.037795305429652405,0.03042022258045325,0.02431359486984907,0.01919620289332659,0.015484113953435994,0.00991015192357592,0.006204200326395764,0.0034181399128722935,0,0,510171.8056583168
AFG,afghanistan,kunar,469027,643147,0.1774882006480949,0.1662654029244643,0.1433589052926278,0.10975983532693391,0.0842759042214614,0.0688500230901314,0.056854056596390264,0.04640630061574111,0.03779528580620024,0.030420214924216166,0.024313564437371774,0.01919616855200503,0.015483966499302702,0.009910038699392588,0.006204079889593102,0.003418052476073474,0,0,409716.7808784743
AFG,afghanistan,kunduz,1072434,1087995,0.17748088915446916,0.16625831141409161,0.14335369197328376,0.10975613491889098,0.08427489901896341,0.06885159578371103,0.0568536607609441,0.04640704373500031,0.03779606996510503,0.030420520869696262,0.024314780528092193,0.019197540841289162,0.015489858809726139,0.009914563170973802,0.006208892579558598,0.0034215464762046037,0,0,936816.7415702104
AFG,afghanistan,laghman,462888,650462,0.177489392841795,0.16626655924825032,0.1433597553633243,0.10976043870613142,0.08427606812724413,0.06884976665068497,0.05685412114031921,0.046406179444589954,0.03779515794322805,0.03042016503751823,0.02431336614468769,0.019195944789977312,0.015483005714034232,0.009909300950474006,0.006203295144512098,0.003417482753229162,0,0,404353.6494424463
AFG,afghanistan,logar,409502,543766,0.17748025769143969,0.1662576989500928,0.14335324172076425,0.10975581533017323,0.08427481220384093,0.06885173161065732,0.05685362657429733,0.04640710791509299,0.03779613768961972,0.030420547292923792,0.02431488555674565,0.019197659360157254,0.015490367703856475,0.00991495393060205,0.006209308231399484,0.003421848238337003,0,0,357717.7002782444
AFG,afghanistan,nangarhar,1569068,2134202,0.1774878883814206,0.1662651000530576,0.14335868263690563,0.1097596772861597,0.08427586129025515,0.06885009025832146,0.05685403969064914,0.04640633235363098,0.03779531929685286,0.03042022799084556,0.0243136163754058,0.0191962271611255,0.015484218154063461,0.009910231935106857,0.006204285434830009,0.003418201701369484,0,0,1370654.2795430284
AFG,afghanistan,nimroz,174371,198688,0.17748672642531535,0.16626397305709822,0.1433578541265423,0.10975908921046171,0.08427570154161289,0.06885034019369723,0.05685397678374711,0.046406450451519664,0.03779544391683801,0.03042027661226777,0.024313809638794877,0.019196445247879543,0.015485154570946473,0.009910950972508294,0.006205050276430756,0.003418756974339999,0,0,152321.07045199224
AFG,afghanistan,nuristan,154829,203236,0.17748362825203545,0.16626096809955118,0.14335564503391113,0.10975752119906622,0.0842752755969729,0.06885100660708353,0.05685380905238258,0.04640676534097323,0.03779577619643646,0.030420406253646125,0.024314324945238237,0.01919702674192304,0.01548765137934776,0.009912868172696942,0.006207089606315832,0.0034202375224195456,0,0,135250.6272876664
AFG,afghanistan,paktika,457237,568559,0.1774910460467801,0.16626816271272693,0.14336093414921536,0.10976127540699399,0.08427629541401556,0.06884941104825965,0.05685421064284307,0.04640601141757292,0.03779498063671902,0.03042009586005343,0.024313091173889065,0.019195634501053903,0.015481673401176595,0.009908277920248437,0.006202206945103034,0.0034166927233487375,0,0,399419.8476581
AFG,afghanistan,paktya,576575,759246,0.17748615538035073,0.1662634191933466,0.14335744695395722,0.1097588001998316,0.08427562303291762,0.06885046302478968,0.056853945868061466,0.046406508490893394,0.03779550516150523,0.030420300507334182,0.02431390461835963,0.019196552426921986,0.015485614774342541,0.009911304344451975,0.006205426158912704,0.0034190298640234453,0,0,503663.5362772172
AFG,afghanistan,panjshir,162557,188180,0.17748699778022187,0.16626423624766268,0.1433580476109185,0.10975922654544823,0.08427573884816664,0.06885028182557973,0.05685399147457445,0.0464064228717846,0.037795414813979265,0.030420265257569072,0.024313764505447213,0.01919639431746102,0.01548493588685455,0.009910783053663556,0.006204871660801374,0.003418627299867519,0,0,142000.95990292286
AFG,afghanistan,parwan,702378,813089,0.17747293469239944,0.16625059628047267,0.14334802019770657,0.10975210909914387,0.08427380541954962,0.06885330677903789,0.05685323011596187,0.04640785220372953,0.0377969230824821,0.030420853719841687,0.02431610356111443,0.019199033808884824,0.015496269286458343,0.009919485521921494,0.006214128494645557,0.003425347736649716,0,0,613555.2989884652
AFG,afghanistan,samangan,406141,517653,0.1774882608107811,0.16626546127701647,0.14335894819046946,0.10975986577577228,0.08427591249277853,0.06885001014920916,0.05685405985352551,0.046406294500978086,0.037795279353742155,0.03042021240674124,0.02431355443075914,0.01919615726011122,0.015483918014377285,0.009910001469740484,0.0062040402883336235,0.0034180237256642835,0,0,354783.27869417705
AFG,afghanistan,sari pul,588758,714184,0.17748814511153488,0.1662653490588506,0.14335886569335612,0.1097598072194166,0.08427589658615572,0.06885003503597936,0.05685405358970787,0.046406306260317894,0.037795291762505505,0.030420217248113352,0.0243135736745398,0.01919617897562433,0.015484011256047052,0.009910073066322255,0.00620411644576869,0.0034180790157598484,0,0,514307.4200827056
