ISOALPHA,COUNTRYNM,NAME1,perc_susceptible
AUS,australia,northern,95.15332304827648
AUS,australia,queensland,88.74318702723805
AUS,australia,south australia,87.55334738074176
AUS,australia,tasmania,87.16026250400783
AUS,australia,victoria,88.48055977428326
AUS,australia,western australia,88.94390570190498
AUT,austria,burgenland,63.17178255561296
AUT,austria,karnten,63.97325283332269
AUT,austria,niederosterreich,65.13396294905706
AUT,austria,oberosterreich,66.79044850846782
AUT,austria,salzburg,67.14957057904307
AUT,austria,steiermark,65.30910257420163
AUT,austria,tirol,67.94416175845784
AUT,austria,vorarlberg,68.89708713813796
AUT,austria,wien,68.41811867829759
AZE,azerbaijan,absheron,81.74952103905309
AZE,azerbaijan,aran,80.53889066358018
AZE,azerbaijan,babek,82.84013394936241
AZE,azerbaijan,binagadi,78.69487772855534
AZE,azerbaijan,daglig-shirvan,80.98672878235148
AZE,azerbaijan,ganja-qazakh,78.98091179741137
AZE,azerbaijan,garadagh,80.24263755969203
AZE,azerbaijan,julfa,81.69338996562414
AZE,azerbaijan,kalbajar-lachin,80.45713246696687
AZE,azerbaijan,kangarly,81.68284393885531
AZE,azerbaijan,khatai,77.81733636722964
AZE,azerbaijan,khazar,79.21091692244097
AZE,azerbaijan,khyzy,80.80294097807757
AZE,azerbaijan,lankaran,82.34282868129945
AZE,azerbaijan,nakhchivan city,78.98466058930347
AZE,azerbaijan,narimanov,77.28133654319518
AZE,azerbaijan,nasimi,78.11273691794709
AZE,azerbaijan,nizami,76.8469810606432
AZE,azerbaijan,ordubad,79.01655676952015
AZE,azerbaijan,quba-khachmaz,79.85641458378392
AZE,azerbaijan,sabail,76.87726286294023
AZE,azerbaijan,sabunchy,77.70465986034115
AZE,azerbaijan,sadarak,82.71515446363415
AZE,azerbaijan,shahbuz,80.10212227930506
AZE,azerbaijan,shaki-zaqatala,78.5104456858208
AZE,azerbaijan,sharur,81.89500918380546
AZE,azerbaijan,sumgait city,79.58876421694956
AZE,azerbaijan,surakhany,77.56454044274159
AZE,azerbaijan,yasamal,75.90627785233386
AZE,azerbaijan,yukhari-karabakh,79.44622436661699
BDI,burundi,bubanza,91.91419005483891
BDI,burundi,bujumbura mairie,91.95651278066151
BDI,burundi,bujumbura rural,91.00872524254622
BDI,burundi,bururi,90.91874518864891
BDI,burundi,cankuzo,91.00500557746544
BDI,burundi,cibitoke,92.12217728867404
BDI,burundi,gitega,89.85602941279303
BDI,burundi,karusi,91.49027896739861
BDI,burundi,kayanza,90.16032144196927
BDI,burundi,kirundo,91.42852633317862
BDI,burundi,makamba,91.92608080237986
BDI,burundi,muramvya,89.89285004061033
BDI,burundi,muyinga,91.52324695434548
BDI,burundi,mwaro,89.30509384893269
BDI,burundi,ngozi,90.80352991032858
BDI,burundi,rutana,91.53960645919797
BDI,burundi,ruyigi,91.46458032761153
BEL,belgium,bruxelles,72.96338338584955
BEL,belgium,valaanderen,64.52303275413243
BEL,belgium,wallonie,66.47881992169144
BEN,benin,alibori,92.16554594735568
BEN,benin,atakora,90.26385165393542
BEN,benin,atlantique,89.7866454727482
BEN,benin,borgou,91.77724858007507
BEN,benin,collines,90.04369079341656
BEN,benin,couffo,91.06786261884479
BEN,benin,donga,90.08562456362665
BEN,benin,littoral,88.62182187540488
BEN,benin,mono,88.54992736013504
BEN,benin,oueme,89.29604736531222
BEN,benin,plateau,89.64709950725246
BEN,benin,zou,89.16902446845883
BES,"bonaire, saint eustatius and saba",bonaire,NA
BES,"bonaire, saint eustatius and saba",saba,NA
BES,"bonaire, saint eustatius and saba",sint eustatius,NA
BFA,burkina faso,boucle du mouhoun,88.31106216041047
BFA,burkina faso,cascades,89.2570715088735
BFA,burkina faso,centre,88.50208832127629
BFA,burkina faso,centre-est,87.6692488789696
BFA,burkina faso,centre-nord,88.15187366845724
BFA,burkina faso,centre-ouest,87.20924280582159
BFA,burkina faso,centre-sud,86.00340287761915
BFA,burkina faso,est,89.6630486151352
BFA,burkina faso,haut-bassins,89.21100386648057
BFA,burkina faso,nord,88.03142312732466
BFA,burkina faso,plateau central,86.90234881154598
BFA,burkina faso,sahel,88.06552359925386
BFA,burkina faso,sud-ouest,88.30261679574562
BGD,bangladesh,barisal,83.78172817382524
BGD,bangladesh,chittagong,86.48433835531715
BGD,bangladesh,dhaka,85.39379070742544
BGD,bangladesh,khulna,83.1186218016132
BGD,bangladesh,rajshahi,83.95408256374792
BGD,bangladesh,rangpur,84.3698885846453
BGD,bangladesh,sylhet,86.71885384511343
BGR,bulgaria,blagoevgrad,64.63047695998641
BGR,bulgaria,burgas,64.86831632456847
BGR,bulgaria,dobrich,62.096097484276726
BGR,bulgaria,gabrovo,57.5026456312985
BGR,bulgaria,grad sofiya,66.98924879158699
BGR,bulgaria,haskovo,61.08531984953836
BGR,bulgaria,kardzhali,63.85147489750136
BGR,bulgaria,kyustendil,57.789893509897226
BGR,bulgaria,lovech,58.50327563930012
BGR,bulgaria,montana,58.567379383355345
BGR,bulgaria,pazardzhik,62.9548654272668
BGR,bulgaria,pernik,58.714152712165365
BGR,bulgaria,pleven,59.047434645716244
BGR,bulgaria,plovdiv,63.15709114201597
BGR,bulgaria,razgrad,62.366355601707625
BGR,bulgaria,ruse,60.665841066707536
BGR,bulgaria,shumen,63.53510360031225
BGR,bulgaria,silistra,60.25141412627677
BGR,bulgaria,sliven,64.73029084625578
BGR,bulgaria,smolyan,60.1183265252438
BGR,bulgaria,sofia,60.98709838204709
BGR,bulgaria,stara zagora,61.74727385426618
BGR,bulgaria,targovishte,62.335298535486295
BGR,bulgaria,varna,66.03460572317958
BGR,bulgaria,veliko tarnovo,61.670815665203236
BGR,bulgaria,vidin,56.8159787458018
BGR,bulgaria,vratsa,60.178764625850334
BGR,bulgaria,yambol,59.9884898207667
BHR,bahrain,capital,85.71702621951368
BHR,bahrain,central,85.73856572569339
BHR,bahrain,muharraq,85.76677657913613
BHR,bahrain,northern,87.77385015637256
BHR,bahrain,southern,85.92402410091408
BHS,bahamas,acklins,80.21973779637378
BHS,bahamas,berry islands,78.38389115646258
BHS,bahamas,bimini,77.53872995969549
BHS,bahamas,cat island,75.28837086092715
BHS,bahamas,central abaco,82.24748684210526
BHS,bahamas,central andros,79.96339889939325
BHS,bahamas,central eleuthera,77.92007247796278
BHS,bahamas,crooked island,73.95032432432433
BHS,bahamas,east grand bahama,81.66283924154988
BHS,bahamas,exuma,83.2068590675955
BHS,bahamas,harbour island,79.65880632842335
BHS,bahamas,inagua,78.10070702179176
BHS,bahamas,long island,72.89070618556701
BHS,bahamas,mayaguana,73.19896774193549
BHS,bahamas,new providence,83.10850614064542
BHS,bahamas,ragged island,66.7991111111111
BHS,bahamas,rum cay,74.99346788990826
BHS,bahamas,san salvador,85.13160113456065
BHS,bahamas,spanish wells,70.13977675640184
BIH,bosnia and herzegovina,brcko,67.3328600224673
BIH,bosnia and herzegovina,federacija bosna i hercegovina,69.04079833248133
BIH,bosnia and herzegovina,repuplika srpska,65.03431908237746
BLR,belarus,brest,68.03225515334134
BLR,belarus,gomel,67.72436019413395
BLR,belarus,grodno,66.96551612334376
BLR,belarus,minsk,66.44856332199387
BLR,belarus,minsk city,70.61077508613629
BLR,belarus,mogilev,67.41142670999393
BLR,belarus,vitebsk,65.78731090563127
BLZ,belize,belize,83.61378293685226
BLZ,belize,cayo,86.42063563115488
BLZ,belize,corozal,77.73021432610744
BLZ,belize,orange walk,85.08326005663447
BLZ,belize,stann creek,86.15008504452116
BLZ,belize,toledo,87.81843884660735
BMU,bermuda,devonshire,70.6193654018524
BMU,bermuda,hamilton,69.9343905644482
BMU,bermuda,paget,70.07278760757313
BMU,bermuda,pembroke,69.12409532215358
BMU,bermuda,saint georges,71.0470331202789
BMU,bermuda,sandys,68.16221494817239
BMU,bermuda,smiths,67.9967134951043
BMU,bermuda,southampton,67.95729747899159
BMU,bermuda,warwick,70.53676868327402
BOL,bolivia (plurinational state of),chuquisaca,78.30533101038412
BOL,bolivia (plurinational state of),cochabamba,79.05680201204326
BOL,bolivia (plurinational state of),el beni,82.34520973584158
BOL,bolivia (plurinational state of),la paz,77.485112657151
BOL,bolivia (plurinational state of),oruro,77.8711812011371
BOL,bolivia (plurinational state of),pando,85.81325220267388
BOL,bolivia (plurinational state of),potosi,77.52219314007435
BOL,bolivia (plurinational state of),santa cruz,81.47015991584377
BOL,bolivia (plurinational state of),tarija,78.6301349840999
BRA,brazil,acre,88.3365698216638
BRA,brazil,alagoas,84.87418858102207
BRA,brazil,amapa,89.61565989832819
BRA,brazil,amazonas,88.54699471264232
BRA,brazil,bahia,83.04899391530269
BRA,brazil,ceara,83.00754172845598
BRA,brazil,distrito federal,81.46879826427873
BRA,brazil,espirito santo,81.30654213141993
BRA,brazil,goias,83.07427134212917
BRA,brazil,maranhao,85.79564793950605
BRA,brazil,mato grosso,84.59679540004885
BRA,brazil,mato grosso do sul,82.48774533289544
BRA,brazil,minas gerais,79.99446076026213
BRA,brazil,para,87.16627508434492
BRA,brazil,paraiba,81.80669565424535
BRA,brazil,parana,80.4874975914231
BRA,brazil,pernambuco,82.67475043261379
BRA,brazil,piaui,82.92528755993473
BRA,brazil,rio de janeiro,78.19604782212015
BRA,brazil,rio grande do norte,82.70610705544048
BRA,brazil,rio grande do sul,77.1654313982204
BRA,brazil,rondonia,85.65546119548405
BRA,brazil,roraima,88.62152902739115
BRA,brazil,santa catarina,80.6378504766254
BRA,brazil,sao paulo,79.93210265438114
BRA,brazil,sergipe,84.54798632835401
BRA,brazil,tocantins,85.3489706050743
BRB,barbados,christ church,71.25863626792521
BRB,barbados,saint andrew,81.30622457241957
BRB,barbados,saint george,80.77352660413435
BRB,barbados,saint james,81.93783389660393
BRB,barbados,saint john,77.28388159757664
BRB,barbados,saint joseph,78.2715349883228
BRB,barbados,saint lucy,73.12002721956407
BRB,barbados,saint michael,73.49060817819384
BRB,barbados,saint peter,74.04427139267293
BRB,barbados,saint philip,74.37370450767577
BRB,barbados,saint thomas,77.11595682274633
BRN,brunei darussalam,belait,78.63494266895131
BRN,brunei darussalam,brunei and muara,82.43239005546751
BRN,brunei darussalam,temburong,79.2789886518384
BRN,brunei darussalam,tutong,81.5747603973733
BTN,bhutan,bumthang,85.9925644087256
BTN,bhutan,chhukha,89.1579878423587
BTN,bhutan,dagana,86.46075567694108
BTN,bhutan,gasa,85.40178997065884
BTN,bhutan,ha,86.30062609744655
BTN,bhutan,lhuentse,84.3174110057357
BTN,bhutan,monggar,85.19550186291585
BTN,bhutan,paro,86.74615236866187
BTN,bhutan,pemagatshel,81.98215830388692
BTN,bhutan,punakha,85.18839765465908
BTN,bhutan,samdrupjongkhar,86.08382626281808
BTN,bhutan,samtse,85.93507398992757
BTN,bhutan,sarpang,87.43941687668485
BTN,bhutan,thimphu,90.30650773049645
BTN,bhutan,trashi yangtse,83.98176543906683
BTN,bhutan,trashigang,85.33196467511354
BTN,bhutan,trongsa,84.92524834281474
BTN,bhutan,tsirang,84.74259934894656
BTN,bhutan,wangdue,85.52742877396321
BTN,bhutan,zhemgang,84.93230194075588
BWA,botswana,central,80.95292567054695
BWA,botswana,francistown city,82.69420133148839
BWA,botswana,gaborone city,82.70379637663801
BWA,botswana,gemsbok/transfrontier park,91.5783111111111
BWA,botswana,ghanzi,82.78573217203137
BWA,botswana,jwaneng,82.856657846952
BWA,botswana,kgalagadi,82.74488771015865
BWA,botswana,kgatleng,82.69532482745554
BWA,botswana,kweneng,82.70565815535029
BWA,botswana,lobatse,82.70947692963449
BWA,botswana,north east,82.66449711542498
BWA,botswana,north west,78.0345638591536
BWA,botswana,orapa,82.71104350308379
BWA,botswana,selibe phikwe,82.73520116884453
BWA,botswana,south east,82.67428067319558
BWA,botswana,southern,81.33344907135438
BWA,botswana,sowa,82.92276911764706
CAF,central african republic,bamingui bangoran,87.9080444893523
CAF,central african republic,bangui,87.9035266208824
CAF,central african republic,basse kotto,87.90372027623023
CAF,central african republic,haut mbomou,87.90610434206334
CAF,central african republic,haute kotto,87.90512018043646
CAF,central african republic,kemo,87.90426670509912
CAF,central african republic,lobaye,87.90403277781907
CAF,central african republic,mambere kadei,87.9038008314335
CAF,central african republic,mbomou,87.90419999731466
CAF,central african republic,nana gribizi,87.90510153832734
CAF,central african republic,nana mambere,87.90409166959864
CAF,central african republic,ombella mpoko,87.90370420881517
CAF,central african republic,ouaka,87.90371075245712
CAF,central african republic,ouham,87.9035729027461
CAF,central african republic,ouham pende,87.9036691851137
CAF,central african republic,sangha mbaere,87.90418329157316
CAF,central african republic,vakaga,87.90556246417533
CAN,canada,alberta,77.97172619364775
CAN,canada,british columbia,72.52932583957579
CAN,canada,manitoba,75.10663644399487
CAN,canada,new brunswick,70.82044016665529
CAN,canada,newfoundland and labrador,70.63641916693342
CAN,canada,northwest territories,83.17875997422807
CAN,canada,nova scotia,70.8552679734008
CAN,canada,nunavut,89.44226196175617
CAN,canada,ontario,74.37154703830802
CAN,canada,prince edward island,71.5438691371765
CAN,canada,quebec,72.32473292940628
CAN,canada,saskatchewan,74.47419972679354
CAN,canada,yukon,75.99443287560987
CHE,switzerland,aargau,64.53907984039957
CHE,switzerland,appenzell ausserrhoden,62.62005188884716
CHE,switzerland,appenzell innerrhoden,65.62602841687703
CHE,switzerland,basel-landschaft,61.08566413789336
CHE,switzerland,basel-stadt,62.06556180196587
CHE,switzerland,bern,62.323951301314096
CHE,switzerland,fribourg,67.13622388309423
CHE,switzerland,geneve,66.40405969780842
CHE,switzerland,glarus,63.233426688143354
CHE,switzerland,graubunden,63.591890187461296
CHE,switzerland,jura,63.44010563260763
CHE,switzerland,luzern,65.57276378123571
CHE,switzerland,neuchatel,64.57720266156541
CHE,switzerland,nidwalden,62.873743247194305
CHE,switzerland,obwalden,65.11375473466714
CHE,switzerland,sankt gallen,65.38979444841844
CHE,switzerland,schaffhausen,61.515803617118394
CHE,switzerland,schwyz,64.82101061120342
CHE,switzerland,solothurn,62.47925557094296
CHE,switzerland,thurgau,64.70972849219629
CHE,switzerland,ticino,60.75312053853439
CHE,switzerland,uri,63.58623795660383
CHE,switzerland,valais,64.52215313639364
CHE,switzerland,vaud,66.43971711329428
CHE,switzerland,zug,64.44112212578858
CHE,switzerland,zurich,65.302691994026
CHL,chile,aisen,75.39611260310865
CHL,chile,antofagasta,76.48173745789636
CHL,chile,araucania,73.56269768294538
CHL,chile,arica y parinacota,72.44725449460647
CHL,chile,atacama,74.43027797056392
CHL,chile,biobio,72.75761645565886
CHL,chile,coquimbo,73.1836155695327
CHL,chile,libertador general bernardo ohiggins,72.18289800660853
CHL,chile,los lagos,74.31132384706015
CHL,chile,los rios,78.55428494299328
CHL,chile,magallanes y antartica chilena,72.52509467206116
CHL,chile,maule,72.25361434384064
CHL,chile,santiago metropolitan,73.53029347988318
CHL,chile,tarapaca,76.34225910563713
CHL,chile,valparaiso,71.51309496113382
CHN,china,anhui,70.31601059606689
CHN,china,beijing,70.53042955573837
CHN,china,chongqing,66.96937667475436
CHN,china,fujian,73.57592703636988
CHN,china,gansu,72.8496610067373
CHN,china,guangdong,77.53437318601502
CHN,china,guangxi,73.23159703364766
CHN,china,guizhou,74.28268847273655
CHN,china,hainan,74.86503366185114
CHN,china,hebei,70.17656616615872
CHN,china,heilongjiang,67.22775163025908
CHN,china,henan,72.58973019557759
CHN,china,hubei,68.72407336231866
CHN,china,hunan,69.84124211631142
CHN,china,jiangsu,67.26458618122595
CHN,china,jiangxi,74.56387903143155
CHN,china,jilin,66.85655946658031
CHN,china,liaoning,63.60253666747213
CHN,china,nei mongol,70.11625541518518
CHN,china,ningxia hui,76.89638727356748
CHN,china,qinghai,77.29388351512154
CHN,china,shaanxi,70.70536591061251
CHN,china,shandong,68.0149176319446
CHN,china,shanghai,66.96805045650504
CHN,china,shanxi,72.18696508527844
CHN,china,sichuan,68.58291497349
CHN,china,tianjin,68.52407185299766
CHN,china,xinjiang uygur,77.39814984497674
CHN,china,xizang,81.26188720854115
CHN,china,yunnan,75.60898025961616
CHN,china,zhejiang,69.2079545969643
CIV,cote d'ivoire,abidjan,87.24779308272316
CIV,cote d'ivoire,bas-sassandra,87.18679093008662
CIV,cote d'ivoire,comoe,87.22108040011308
CIV,cote d'ivoire,denguele,87.22885390533199
CIV,cote d'ivoire,goh-djiboua,87.19642271580935
CIV,cote d'ivoire,lacs,87.23595901524399
CIV,cote d'ivoire,lagunes,87.2030124437827
CIV,cote d'ivoire,montagnes,87.17588655209853
CIV,cote d'ivoire,sassandra-marahoue,87.18014623859874
CIV,cote d'ivoire,savanes,88.13904622173479
CIV,cote d'ivoire,vallee du bandama,87.23576659911998
CIV,cote d'ivoire,woroba,87.20238660888793
CIV,cote d'ivoire,yamoussoukro,87.22477333584735
CIV,cote d'ivoire,zanzan,87.23440628093408
CMR,cameroon,adamaoua,90.05059842129806
CMR,cameroon,centre,89.09460991774597
CMR,cameroon,est,90.21464152691749
CMR,cameroon,extreme-nord,89.25801876156089
CMR,cameroon,littoral,88.36478116550352
CMR,cameroon,nord,88.71587747352615
CMR,cameroon,nord-ouest,88.87570430329669
CMR,cameroon,ouest,85.63209395199954
CMR,cameroon,sud,83.84228697385
CMR,cameroon,sud-ouest,88.9053812022861
COD,democratic republic of the congo,bandundu,87.57991715265914
COD,democratic republic of the congo,bas-congo,87.57999042043694
COD,democratic republic of the congo,equateur,87.57992090649115
COD,democratic republic of the congo,kasai occidental,87.57990406036464
COD,democratic republic of the congo,kasai oriental,87.57993021036957
COD,democratic republic of the congo,katanga,87.5798951296279
COD,democratic republic of the congo,kinshasa,87.57991534051726
COD,democratic republic of the congo,maniema,87.58001195764078
COD,democratic republic of the congo,nord-kivu,87.57992274573644
COD,democratic republic of the congo,orientale,87.57991513369305
COD,democratic republic of the congo,sud-kivu,87.57992436611019
COG,congo,bouenza,86.84963091430022
COG,congo,brazzaville,88.34555331601007
COG,congo,cuvette,86.54282234009966
COG,congo,cuvette-ouest,86.68843973448908
COG,congo,kouilou,81.737882782954145
COG,congo,lekoumou,84.06786373924655
COG,congo,likouala,89.61066542429816
COG,congo,niari,85.59924054413514
COG,congo,plateaux,87.85397107374529
COG,congo,pointe noire,89.64782578538895
COG,congo,pool,81.83879417733624
COG,congo,sangha,86.60121916400819
COK,cook islands,northern islands,NA
COK,cook islands,southern islands,NA
COL,colombia,amazonas,90.15000699704935
COL,colombia,antioquia,86.53605342539026
COL,colombia,arauca,91.13896897392313
COL,colombia,atlantico,88.11063649228366
COL,colombia,bogota d.c.,87.3125017408501
COL,colombia,bolivar,88.14600096053728
COL,colombia,boyaca,85.42782159818073
COL,colombia,caldas,84.61364979768148
COL,colombia,caqueta,90.05327998158353
COL,colombia,casanare,90.70237992888437
COL,colombia,cauca,87.72152460315382
COL,colombia,cesar,90.19277427537999
COL,colombia,choco,91.41410614058515
COL,colombia,cordoba,83.11738000717726
COL,colombia,cundinamarca,86.72096646424785
COL,colombia,guainia,93.00693939144398
COL,colombia,guaviare,92.20270120946653
COL,colombia,huila,91.64173649290908
COL,colombia,la guajira,90.66278205283967
COL,colombia,magdalena,89.37547438584137
COL,colombia,meta,88.83763225473551
COL,colombia,narino,87.76617661501753
COL,colombia,norte de santander,88.119953316891
COL,colombia,putumayo,91.42749455312637
COL,colombia,quindio,84.55193953946707
COL,colombia,risaralda,85.30341002031619
COL,colombia,san andres y providencia,88.75044429085801
COL,colombia,santander,86.69829932859733
COL,colombia,sucre,86.66810788224501
COL,colombia,tolima,85.29789647905027
COL,colombia,valle del cauca,86.28996271795634
COL,colombia,vaupes,91.27983588816639
COL,colombia,vichada,91.08858457114874
COM,comoros,anjouan,NA
COM,comoros,grande comore,NA
COM,comoros,moheli,NA
CPV,cape verde,boa vista,87.54591398912505
CPV,cape verde,brava,84.19571599402093
CPV,cape verde,fogo,84.36792073485395
CPV,cape verde,maio,83.30424228237015
CPV,cape verde,sal,89.61302810284445
CPV,cape verde,santa antao,81.76700328450238
CPV,cape verde,santiago,86.95247036631491
CPV,cape verde,sao nicolau,81.87302046761211
CPV,cape verde,sao vicente,83.37423439961641
CRI,costa rica,alajuela,78.45074533458687
CRI,costa rica,cartago,77.88813295929866
CRI,costa rica,guanacaste,78.09371293870863
CRI,costa rica,heredia,77.19380252008395
CRI,costa rica,limon,81.39871686304683
CRI,costa rica,puntarenas,79.36632983498451
CRI,costa rica,san jose,75.8979645400402
CUB,cuba,artemisa,89.4976670649502
CUB,cuba,camaguey,88.29506143367219
CUB,cuba,ciego de avila,88.80555241384158
CUB,cuba,cienfuegos,88.1068246910712
CUB,cuba,granma,89.31161220795344
CUB,cuba,guantanamo,89.98039603136587
CUB,cuba,holguin,88.5349624337804
CUB,cuba,isla de la juventud,90.48492453530264
CUB,cuba,la habana,87.04141745513306
CUB,cuba,las tunas,89.00884142597928
CUB,cuba,matanzas,87.8754902824126
CUB,cuba,mayabeque,87.81480639982514
CUB,cuba,pinar del rio,88.05645976038069
CUB,cuba,sancti spiritus,87.13203733041351
CUB,cuba,santiago de cuba,89.24003339313417
CUB,cuba,villa clara,85.68016421702542
CUW,curacao,barber,NA
CUW,curacao,berg altena,NA
CUW,curacao,bonam,NA
CUW,curacao,brievengat,NA
CUW,curacao,buena vista,NA
CUW,curacao,christoffel,NA
CUW,curacao,domi,NA
CUW,curacao,dominguito,NA
CUW,curacao,flip,NA
CUW,curacao,fortuna,NA
CUW,curacao,groot kwartier,NA
CUW,curacao,groot piscadera,NA
