ISOALPHA,COUNTRYNM,NAME1,perc_susceptible
AUS,australia,northern,96.01519095846221
AUS,australia,queensland,90.74494740219683
AUS,australia,south australia,89.76669285200393
AUS,australia,tasmania,89.44350890834453
AUS,australia,victoria,90.52902225130424
AUS,australia,western australia,90.90997296457391
AUT,austria,burgenland,69.72081792991669
AUT,austria,karnten,70.37976550182074
AUT,austria,niederosterreich,71.33407052562431
AUT,austria,oberosterreich,72.69598894933303
AUT,austria,salzburg,72.99124957596406
AUT,austria,steiermark,71.4780656729715
AUT,austria,tirol,73.64454133598784
AUT,austria,vorarlberg,74.42801126944603
AUT,austria,wien,74.03421612518648
AZE,azerbaijan,absheron,84.99494100795913
AZE,azerbaijan,aran,83.99959287269105
AZE,azerbaijan,babek,85.89161397153946
AZE,azerbaijan,binagadi,82.48349442226998
AZE,azerbaijan,daglig-shirvan,84.3677934774767
AZE,azerbaijan,ganja-qazakh,82.71866403541286
AZE,azerbaijan,garadagh,83.75602144040542
AZE,azerbaijan,julfa,84.94879153046375
AZE,azerbaijan,kalbajar-lachin,83.93237345527791
AZE,azerbaijan,kangarly,84.94012086740135
AZE,azerbaijan,khatai,81.76200322618551
AZE,azerbaijan,khazar,82.90776813930657
AZE,azerbaijan,khyzy,84.21668802698146
AZE,azerbaijan,lankaran,85.48274279066223
AZE,azerbaijan,nakhchivan city,82.72174619252284
AZE,azerbaijan,narimanov,81.32131840927903
AZE,azerbaijan,nasimi,82.00487371190161
AZE,azerbaijan,nizami,80.9642028698373
AZE,azerbaijan,ordubad,82.7479703846
AZE,azerbaijan,quba-khachmaz,83.43847916932398
AZE,azerbaijan,sabail,80.98909976327359
AZE,azerbaijan,sabunchy,81.66936359538477
AZE,azerbaijan,sadarak,85.78885915835563
AZE,azerbaijan,shahbuz,83.6404935095494
AZE,azerbaijan,shaki-zaqatala,82.3318592960261
AZE,azerbaijan,sharur,85.11455749579613
AZE,azerbaijan,sumgait city,83.2184241476347
AZE,azerbaijan,surakhany,81.55416113239677
AZE,azerbaijan,yasamal,80.19078168100775
AZE,azerbaijan,yukhari-karabakh,83.10123166915052
BDI,burundi,bubanza,93.35206185628358
BDI,burundi,bujumbura mairie,93.38685847718493
BDI,burundi,bujumbura rural,92.60761274057862
BDI,burundi,bururi,92.53363353051375
BDI,burundi,cankuzo,92.60455453075917
BDI,burundi,cibitoke,93.5230634349252
BDI,burundi,gitega,91.65989684981557
BDI,burundi,karusi,93.0035334210555
BDI,burundi,kayanza,91.91007767292534
BDI,burundi,kirundo,92.95276204561009
BDI,burundi,makamba,93.36183811304338
BDI,burundi,muramvya,91.69016979189585
BDI,burundi,muyinga,93.03063882415452
BDI,burundi,mwaro,91.20693226438044
BDI,burundi,ngozi,92.43890658928223
BDI,burundi,rutana,93.04408917446682
BDI,burundi,ruyigi,92.98240468208677
BEL,belgium,bruxelles,77.77121202634612
BEL,belgium,valaanderen,70.8317799482384
BEL,belgium,wallonie,72.43977620345431
BEN,benin,alibori,93.55871999403887
BEN,benin,atakora,91.99519746300507
BEN,benin,atlantique,91.60285121744062
BEN,benin,borgou,93.23947221347555
BEN,benin,collines,91.81418705188695
BEN,benin,couffo,92.65623392043332
BEN,benin,donga,91.84866388381599
BEN,benin,littoral,90.64516419832958
BEN,benin,mono,90.5860544376961
BEN,benin,oueme,91.19949448586043
BEN,benin,plateau,91.48812023153907
BEN,benin,zou,91.09505963433114
BES,"bonaire, saint eustatius and saba",bonaire,NA
BES,"bonaire, saint eustatius and saba",saba,NA
BES,"bonaire, saint eustatius and saba",sint eustatius,NA
BFA,burkina faso,boucle du mouhoun,90.38966581574911
BFA,burkina faso,cascades,91.16744957205954
BFA,burkina faso,centre,90.54672245075295
BFA,burkina faso,centre-est,89.86198398501453
BFA,burkina faso,centre-nord,90.25878526638252
BFA,burkina faso,centre-ouest,89.48377921137252
BFA,burkina faso,centre-sud,88.49236965459578
BFA,burkina faso,est,91.50123316436472
BFA,burkina faso,haut-bassins,91.12957398023485
BFA,burkina faso,nord,90.1597540311374
BFA,burkina faso,plateau central,89.2314591216772
BFA,burkina faso,sahel,90.18779053330532
BFA,burkina faso,sud-ouest,90.38272226126615
BGD,bangladesh,barisal,86.66576773018124
BGD,bangladesh,chittagong,88.88778202868556
BGD,bangladesh,dhaka,87.99116272213135
BGD,bangladesh,khulna,86.12057928584883
BGD,bangladesh,rajshahi,86.80747293111656
BGD,bangladesh,rangpur,87.1493375959378
BGD,bangladesh,sylhet,89.08059443467614
BGR,bulgaria,blagoevgrad,70.92011772012054
BGR,bulgaria,burgas,71.11566292766386
BGR,bulgaria,dobrich,68.83641823899372
BGR,bulgaria,gabrovo,65.0598041469183
BGR,bulgaria,grad sofiya,72.85943726114013
BGR,bulgaria,haskovo,68.00538371822637
BGR,bulgaria,kardzhali,70.27964291792372
BGR,bulgaria,kyustendil,65.29597172218773
BGR,bulgaria,lovech,65.88249555854642
BGR,bulgaria,montana,65.93519995404297
BGR,bulgaria,pazardzhik,69.54247442922374
BGR,bulgaria,pernik,66.0558730860723
BGR,bulgaria,pleven,66.32988863846485
BGR,bulgaria,plovdiv,69.70873903992313
BGR,bulgaria,razgrad,69.05861728395062
BGR,bulgaria,ruse,67.66049940610752
BGR,bulgaria,shumen,70.01953084153006
BGR,bulgaria,silistra,67.31976858461174
BGR,bulgaria,sliven,71.0021820459337
BGR,bulgaria,smolyan,67.2103474944101
BGR,bulgaria,sofia,67.92462863683126
BGR,bulgaria,stara zagora,68.549624716625
BGR,bulgaria,targovishte,69.03308298911001
BGR,bulgaria,varna,72.07455508963943
BGR,bulgaria,veliko tarnovo,68.48676282462922
BGR,bulgaria,vidin,64.49524487442979
BGR,bulgaria,vratsa,67.26003809523809
BGR,bulgaria,yambol,67.10359920499918
BHR,bahrain,capital,88.2569183736726
BHR,bahrain,central,88.2746275834735
BHR,bahrain,muharraq,88.29782179777493
BHR,bahrain,northern,89.9479843766444
BHR,bahrain,southern,88.42710653302376
BHS,bahamas,acklins,83.73719386331939
BHS,bahamas,berry islands,82.22780952380953
BHS,bahamas,bimini,81.53294043887146
BHS,bahamas,cat island,79.68275496688742
BHS,bahamas,central abaco,85.4043552631579
BHS,bahamas,central andros,83.52643883166361
BHS,bahamas,central eleuthera,81.84647012732616
BHS,bahamas,crooked island,78.58264864864864
BHS,bahamas,east grand bahama,84.92367353668591
BHS,bahamas,exuma,86.19312562198576
BHS,bahamas,harbour island,83.27601091107474
BHS,bahamas,inagua,81.99498305084745
BHS,bahamas,long island,77.7114587628866
BHS,bahamas,mayaguana,77.96490322580645
BHS,bahamas,new providence,86.11226245811572
BHS,bahamas,ragged island,72.7031111111111
BHS,bahamas,rum cay,79.44029357798165
BHS,bahamas,san salvador,87.77559742018214
BHS,bahamas,spanish wells,75.4497176625082
BIH,bosnia and herzegovina,brcko,73.14194528740725
BIH,bosnia and herzegovina,federacija bosna i hercegovina,74.54616679586006
BIH,bosnia and herzegovina,repuplika srpska,71.25214598540146
BLR,belarus,brest,73.71696938512915
BLR,belarus,gomel,73.4638263286568
BLR,belarus,grodno,72.83992489175024
BLR,belarus,minsk,72.414900030925807
BLR,belarus,minsk city,75.83695997751492
BLR,belarus,mogilev,73.20654073082926
BLR,belarus,vitebsk,71.87123585984394
BLZ,belize,belize,86.52768761767547
BLZ,belize,cayo,88.8354073410922
BLZ,belize,corozal,81.69037379830348
BLZ,belize,orange walk,87.73585267005403
BLZ,belize,stann creek,88.61296783572597
BLZ,belize,toledo,89.9846440132919
BMU,bermuda,devonshire,75.8440227069017
BMU,bermuda,hamilton,75.28085459140691
BMU,bermuda,paget,75.39464096385542
BMU,bermuda,pembroke,74.61465136804942
BMU,bermuda,saint georges,76.19563974433468
BMU,bermuda,sandys,73.8238188761593
BMU,bermuda,smiths,73.68774797786291
BMU,bermuda,southampton,73.65534117647059
BMU,bermuda,warwick,75.77611387900356
BOL,bolivia (plurinational state of),chuquisaca,82.16321945859242
BOL,bolivia (plurinational state of),cochabamba,82.78105895391921
BOL,bolivia (plurinational state of),el beni,85.48470043045592
BOL,bolivia (plurinational state of),la paz,81.48885771702096
BOL,bolivia (plurinational state of),oruro,81.80627301827847
BOL,bolivia (plurinational state of),pando,88.3360328208592
BOL,bolivia (plurinational state of),potosi,81.51934430506661
BOL,bolivia (plurinational state of),santa cruz,84.76525771346539
BOL,bolivia (plurinational state of),tarija,82.4302646576189
BRA,brazil,acre,90.4106375372406
BRA,brazil,alagoas,87.56395965662517
BRA,brazil,amapa,91.46227142025008
BRA,brazil,amazonas,90.58364329283106
BRA,brazil,bahia,86.0633330873345
BRA,brazil,ceara,86.02925220045393
BRA,brazil,distrito federal,84.76413819971984
BRA,brazil,espirito santo,84.63073551749017
BRA,brazil,goias,86.08411551619622
BRA,brazil,maranhao,88.32155906332605
BRA,brazil,mato grosso,87.33589435196113
BRA,brazil,mato grosso do sul,85.60188941200735
BRA,brazil,minas gerais,83.55197706853605
BRA,brazil,para,89.4484522921782
BRA,brazil,paraiba,85.04194845777143
BRA,brazil,parana,83.95733885398013
BRA,brazil,pernambuco,85.75564003735205
BRA,brazil,piaui,85.96162500811319
BRA,brazil,rio de janeiro,82.07336972422392
BRA,brazil,rio grande do norte,85.78142061967608
BRA,brazil,rio grande do sul,81.22602427800997
BRA,brazil,rondonia,88.206301246342
BRA,brazil,roraima,90.64492342647198
BRA,brazil,santa catarina,84.08095500218708
BRA,brazil,sao paulo,83.50070789037484
BRA,brazil,sergipe,87.2957648297883
BRA,brazil,tocantins,87.95431282458908
BRB,barbados,christ church,76.36961423125794
BRB,barbados,saint andrew,84.63047442891575
BRB,barbados,saint george,84.19250431009509
BRB,barbados,saint james,85.14976683705417
BRB,barbados,saint john,81.32341088538408
BRB,barbados,saint joseph,82.13543326701841
BRB,barbados,saint lucy,77.90000042530569
BRB,barbados,saint michael,78.20468224529877
BRB,barbados,saint peter,78.65988943261473
BRB,barbados,saint philip,78.93074058863792
BRB,barbados,saint thomas,81.18534759630846
BRN,brunei darussalam,belait,82.43421740839136
BRN,brunei darussalam,brunei and muara,85.55637777337559
BRN,brunei darussalam,temburong,82.96373490694508
BRN,brunei darussalam,tutong,84.85125745074929
BTN,bhutan,bumthang,88.48345855338691
BTN,bhutan,chhukha,91.08598561353092
BTN,bhutan,dagana,88.8683929769801
BTN,bhutan,gasa,87.9977395038677
BTN,bhutan,ha,88.7367386904363
BTN,bhutan,lhuentse,87.10619192458402
BTN,bhutan,monggar,87.82813490156309
BTN,bhutan,paro,89.1030385555738
BTN,bhutan,pemagatshel,85.18620918727915
BTN,bhutan,punakha,87.8222940102521
BTN,bhutan,samdrupjongkhar,88.55849162552222
BTN,bhutan,samtse,88.43619145823902
BTN,bhutan,sarpang,89.67302221804275
BTN,bhutan,thimphu,92.03026815602837
BTN,bhutan,trashi yangtse,86.83023305582992
BTN,bhutan,trashigang,87.94033100072453
BTN,bhutan,trongsa,87.6059396364086
BTN,bhutan,tsirang,87.45577048557736
BTN,bhutan,wangdue,88.10103639044836
BTN,bhutan,zhemgang,87.61173891726251
BWA,botswana,central,84.34000145690413
BWA,botswana,francistown city,85.7716320497089
BWA,botswana,gaborone city,85.77952084094606
BWA,botswana,gemsbok/transfrontier park,93.07591111111111
BWA,botswana,ghanzi,85.8468862753584
BWA,botswana,jwaneng,85.90519948119326
BWA,botswana,kgalagadi,85.81330504380772
BWA,botswana,kgatleng,85.7725557582483
BWA,botswana,kweneng,85.78105154594662
BWA,botswana,lobatse,85.78419124072035
BWA,botswana,north east,85.74721003233076
BWA,botswana,north west,81.94060189956755
BWA,botswana,orapa,85.78547923579556
BWA,botswana,selibe phikwe,85.80534102685462
BWA,botswana,south east,85.7552538136372
BWA,botswana,southern,84.65285768874251
BWA,botswana,sowa,85.9595544117647
CAF,central african republic,bamingui bangoran,90.05831539245321
CAF,central african republic,bangui,90.05460092101089
CAF,central african republic,basse kotto,90.05476013929356
CAF,central african republic,haut mbomou,90.0567202548907
CAF,central african republic,haute kotto,90.05591110334457
CAF,central african republic,kemo,90.05520939859412
CAF,central african republic,lobaye,90.05501706979857
CAF,central african republic,mambere kadei,90.05482636964182
CAF,central african republic,mbomou,90.05515455322578
CAF,central african republic,nana gribizi,90.05589577629766
CAF,central african republic,nana mambere,90.05506548905532
CAF,central african republic,ombella mpoko,90.05474692909173
CAF,central african republic,ouaka,90.05475230910032
CAF,central african republic,ouham,90.05463897272978
CAF,central african republic,ouham pende,90.05471813353475
CAF,central african republic,sangha mbaere,90.05514081820888
CAF,central african republic,vakaga,90.05627473728576
CAN,canada,alberta,81.88893844022192
CAN,canada,british columbia,77.41434144219788
CAN,canada,manitoba,79.53333775691785
CAN,canada,new brunswick,76.00934103712932
CAN,canada,newfoundland and labrador,75.85804385953143
CAN,canada,northwest territories,86.17002329384944
CAN,canada,nova scotia,76.03797553466212
CAN,canada,nunavut,91.31970824298065
CAN,canada,ontario,78.92896677463524
CAN,canada,prince edward island,76.60412511936904
CAN,canada,quebec,77.24613058630659
CAN,canada,saskatchewan,79.01336508821993
CAN,canada,yukon,80.26326039937628
CHE,switzerland,aargau,70.844973436289
CHE,switzerland,appenzell ausserrhoden,69.26719963199399
CHE,switzerland,appenzell innerrhoden,71.73863368193292
CHE,switzerland,basel-landschaft,68.00566678296612
CHE,switzerland,basel-stadt,68.81131261215417
CHE,switzerland,bern,69.02375359460402
CHE,switzerland,fribourg,72.98027627709943
CHE,switzerland,geneve,72.37831033332438
CHE,switzerland,glarus,69.77150009815519
CHE,switzerland,graubunden,70.06621926499288
CHE,switzerland,jura,69.94142603602978
CHE,switzerland,luzern,71.69484091344188
CHE,switzerland,neuchatel,70.87631700714874
CHE,switzerland,nidwalden,69.47577792771517
CHE,switzerland,obwalden,71.31745586856826
CHE,switzerland,sankt gallen,71.54440838843624
CHE,switzerland,schaffhausen,68.35931603646726
CHE,switzerland,schwyz,71.07676942677428
CHE,switzerland,solothurn,69.15144063955684
CHE,switzerland,thurgau,70.98527622464876
CHE,switzerland,ticino,67.73225826933287
CHE,switzerland,uri,70.06157215092894
CHE,switzerland,valais,70.83105674989993
CHE,switzerland,vaud,72.40762691312558
CHE,switzerland,zug,70.76443520550563
CHE,switzerland,zurich,71.47279506424312
CHL,chile,aisen,79.77133736523422
CHL,chile,antofagasta,80.66390928206847
CHL,chile,araucania,78.26395232110438
CHL,chile,arica y parinacota,77.34686456252497
CHL,chile,atacama,78.97725378699492
CHL,chile,biobio,77.60203592238032
CHL,chile,coquimbo,77.95228107747529
CHL,chile,libertador general bernardo ohiggins,77.12951768051568
CHL,chile,los lagos,78.87945286657305
CHL,chile,los rios,82.36790276871785
CHL,chile,magallanes y antartica chilena,77.41086268866499
CHL,chile,maule,77.18765877446393
CHL,chile,santiago metropolitan,78.23731044613886
CHL,chile,tarapaca,80.54923388597388
CHL,chile,valparaiso,76.57882340931859
CHN,china,anhui,75.59461244396718
CHN,china,beijing,75.77090201673768
CHN,china,chongqing,72.84309893456754
CHN,china,fujian,78.27482914406262
CHN,china,gansu,77.67771250718579
CHN,china,guangdong,81.52935841528567
CHN,china,guangxi,77.99173016268067
CHN,china,guizhou,78.85590962248045
CHN,china,hainan,79.33469836742756
CHN,china,hebei,75.47996493792851
CHN,china,heilongjiang,73.0555279594556
CHN,china,henan,77.46400429910824
CHN,china,hubei,74.28576393894258
CHN,china,hunan,75.20427041176427
CHN,china,jiangsu,73.08581234877963
CHN,china,jiangxi,79.08709703023298
CHN,china,jilin,72.75034362290742
CHN,china,liaoning,70.0749725180424
CHN,china,nei mongol,75.43037904058585
CHN,china,ningxia hui,81.00482334566635
CHN,china,qinghai,81.33163419629642
CHN,china,shaanxi,75.91473004066826
CHN,china,shandong,73.7027149355944
CHN,china,shanghai,72.84200855315288
CHN,china,shanxi,77.13286152455933
CHN,china,sichuan,74.16970726140946
CHN,china,tianjin,74.12132801086197
CHN,china,xinjiang uygur,81.41735920295015
CHN,china,xizang,84.5940214261222
CHN,china,yunnan,79.94635149775246
CHN,china,zhejiang,74.68359823614298
CIV,cote d'ivoire,abidjan,89.51547422498315
CIV,cote d'ivoire,bas-sassandra,89.46531987555969
CIV,cote d'ivoire,comoe,89.49351176694259
CIV,cote d'ivoire,denguele,89.49990293643651
CIV,cote d'ivoire,goh-djiboua,89.4732388739201
CIV,cote d'ivoire,lacs,89.50574456906449
CIV,cote d'ivoire,lagunes,89.47865677320883
CIV,cote d'ivoire,montagnes,89.45635458564412
CIV,cote d'ivoire,sassandra-marahoue,89.45985678672938
CIV,cote d'ivoire,savanes,90.24823888043836
CIV,cote d'ivoire,vallee du bandama,89.50558636963872
CIV,cote d'ivoire,woroba,89.47814222838316
CIV,cote d'ivoire,yamoussoukro,89.49654800060335
CIV,cote d'ivoire,zanzan,89.50446795216206
CMR,cameroon,adamaoua,91.8198663200354
CMR,cameroon,centre,91.03387796749915
CMR,cameroon,est,91.95473820379934
CMR,cameroon,extreme-nord,91.1682283780561
CMR,cameroon,littoral,90.43383215473341
CMR,cameroon,nord,90.72249421259176
CMR,cameroon,nord-ouest,90.85389958635479
CMR,cameroon,ouest,88.1870893194815
CMR,cameroon,sud,86.71555756686459
CMR,cameroon,sud-ouest,90.87829914436035
COD,democratic republic of the congo,bandundu,89.78853781266926
COD,democratic republic of the congo,bas-congo,89.78859805148987
COD,democratic republic of the congo,equateur,89.78854089897021
COD,democratic republic of the congo,kasai occidental,89.7885270485325
COD,democratic republic of the congo,kasai oriental,89.7885485483719
COD,democratic republic of the congo,katanga,89.78851970591799
COD,democratic republic of the congo,kinshasa,89.78853632277433
COD,democratic republic of the congo,maniema,89.78861575880674
COD,democratic republic of the congo,nord-kivu,89.78854241114884
COD,democratic republic of the congo,orientale,89.78853615272898
COD,democratic republic of the congo,sud-kivu,89.78854374337709
COG,congo,bouenza,89.1881158669713
COG,congo,brazzaville,90.41802352765261
COG,congo,cuvette,88.93586600739258
COG,congo,cuvette-ouest,89.05558876084777
COG,congo,kouilou,84.98537234295571
COG,congo,lekoumou,86.90102079110392
COG,congo,likouala,91.45816509637686
COG,congo,niari,88.1600781202604
COG,congo,plateaux,90.01385766655896
COG,congo,pointe noire,91.48871735812988
COG,congo,pool,85.06833901078468
COG,congo,sangha,88.98387832474438
COK,cook islands,northern islands,NA
COK,cook islands,southern islands,NA
COL,colombia,amazonas,91.90159741030732
COL,colombia,antioquia,88.93030078552941
COL,colombia,arauca,92.7146956766942
COL,colombia,atlantico,90.224881155565825
COL,colombia,bogota d.c.,89.5686759647604
COL,colombia,bolivar,90.2539568819346
COL,colombia,boyaca,88.01914201650645
COL,colombia,caldas,87.34975158997082
COL,colombia,caqueta,91.82207102766856
COL,colombia,casanare,92.35574376150866
COL,colombia,cauca,89.90496369677521
COL,colombia,cesar,91.93675953047158
COL,colombia,choco,92.94090614632083
COL,colombia,cordoba,86.1195583154509
COL,colombia,cundinamarca,89.08233137400839
COL,colombia,guainia,94.25049133281179
COL,colombia,guaviare,93.58926806354603
COL,colombia,huila,93.12805777517991
COL,colombia,la guajira,92.32318743971122
COL,colombia,magdalena,91.26479727222303
COL,colombia,meta,90.82259775938188
COL,colombia,narino,89.9416753947839
COL,colombia,norte de santander,90.23254120126384
COL,colombia,putumayo,92.95191374345954
COL,colombia,quindio,87.29901505495152
COL,colombia,risaralda,87.91685412208213
COL,colombia,san andres y providencia,90.75091413156163
COL,colombia,santander,89.0636950572112
COL,colombia,sucre,89.0388724520324
COL,colombia,tolima,87.9123210349162
COL,colombia,valle del cauca,88.72797154308375
COL,colombia,vaupes,92.83051271156599
COL,colombia,vichada,92.67327095915523
COM,comoros,anjouan,NA
COM,comoros,grande comore,NA
COM,comoros,moheli,NA
CPV,cape verde,boa vista,89.76058131487889
CPV,cape verde,brava,87.0061375186846
CPV,cape verde,fogo,87.14771968211373
CPV,cape verde,maio,86.27319151426481
CPV,cape verde,sal,91.46010762791492
CPV,cape verde,santa antao,85.0093144457654
CPV,cape verde,santiago,89.27266773256846
CPV,cape verde,sao nicolau,85.09647895745496
CPV,cape verde,sao vicente,86.33073717377903
CRI,costa rica,alajuela,82.28277525313455
CRI,costa rica,cartago,81.82021030352877
CRI,costa rica,guanacaste,81.98923270152885
CRI,costa rica,heredia,81.2493502607496
CRI,costa rica,limon,84.70651913328439
CRI,costa rica,puntarenas,83.03554450757782
CRI,costa rica,san jose,80.18394669647653
CUB,cuba,artemisa,91.3652608470337
CUB,cuba,camaguey,90.37651044327166
CUB,cuba,ciego de avila,90.7962225663747
CUB,cuba,cienfuegos,90.22174719386643
CUB,cuba,granma,91.2122914860122
CUB,cuba,guantanamo,91.76214777990455
CUB,cuba,holguin,90.57375067277883
CUB,cuba,isla de la juventud,92.17695771343763
CUB,cuba,la habana,89.34579766618515
CUB,cuba,las tunas,90.96336139194125
CUB,cuba,matanzas,90.03155018828434
CUB,cuba,mayabeque,89.98165751204066
CUB,cuba,pinar del rio,90.18033848575756
CUB,cuba,sancti spiritus,89.42030292039487
CUB,cuba,santiago de cuba,91.15344128590283
CUB,cuba,villa clara,88.22661141443693
CUW,curacao,barber,NA
CUW,curacao,berg altena,NA
CUW,curacao,bonam,NA
CUW,curacao,brievengat,NA
CUW,curacao,buena vista,NA
CUW,curacao,christoffel,NA
CUW,curacao,domi,NA
CUW,curacao,dominguito,NA
CUW,curacao,flip,NA
CUW,curacao,fortuna,NA
CUW,curacao,groot kwartier,NA
CUW,curacao,groot piscadera,NA
